symbol,date,open,high,low,close,volume,adjclose,dividends,splits,rolling_30day_high,sma25,sma50,sma100,pc_sma25_by_close,pc_sma50_by_close,pc_sma25_by_sma100,mean_of_sma50_by_close_last_5_days
gpn,2023-03-31,103.48999786376953,105.47000122070312,103.48999786376953,105.23999786376953,2111200,105.23999786376953,0.0,0.0,116.98999786376953,103.90715850830078,108.69981369018555,104.47758918762207,1.2827213972579892,-3.182908699620342,4.041272903972888,-6.253511761353311
grmn,2023-03-31,99.48999786376953,101.29000091552734,99.38999938964844,100.91999816894531,912300,100.91999816894531,0.0,0.0,101.29000091552734,96.92611358642579,97.20370971679688,94.64929946899414,4.120545469883422,3.8231961135802774,2.6988157990958257,1.242074847849287
gs,2023-03-31,323.4700012207031,327.3299865722656,322.4200134277344,327.1099853515625,2279800,327.1099853515625,0.0,0.0,371.05999755859375,329.1600549316406,345.1634063720703,352.58505279541015,-0.6228184584863649,-5.23039832358331,-2.104923723935143,-7.2310151899888995
gww,2023-03-31,673.2999877929688,689.739990234375,672.8099975585938,688.8099975585938,305200,688.8099975585938,0.0,0.0,709.2100219726562,678.7456030273438,655.4684777832031,616.3843957519531,1.482793330278781,5.086670206956684,6.340861692900203,3.9009086769644172
hal,2023-03-31,31.170000076293945,31.700000762939453,30.760000228881836,31.639999389648438,10559200,31.639999389648438,0.0,0.0,39.060001373291016,33.527999801635744,36.12173595428467,36.97169855117798,-5.631115554633222,-12.407312235237734,-2.2989546875071336,-14.555525365034558
has,2023-03-31,52.970001220703125,53.77000045776367,52.470001220703125,53.689998626708984,2110800,53.689998626708984,0.0,0.0,59.43000030517578,51.05479995727539,55.358661880493166,57.7891349029541,5.161510125666592,-3.0142767131663124,-4.205761215395343,-7.202105254701951
hban,2023-03-31,11.260000228881836,11.300000190734863,11.029999732971191,11.199999809265137,15357600,11.199999809265137,0.0,0.0,15.539999961853027,12.361752166748047,13.644862174987793,13.97377592086792,-9.39795865353065,-17.91782382532452,-2.3537929028111853,-18.695396646135936
hca,2023-03-31,260.739990234375,263.67999267578125,260.07000732421875,263.67999267578125,1223900,263.67999267578125,0.0,0.0,264.1000061035156,251.40312744140624,253.79783264160156,245.90010116577147,4.8833383097974155,3.8937133273847535,3.211764223921932,1.661466019021698
hd,2023-03-31,286.989990234375,295.54998779296875,286.760009765625,295.1199951171875,5799700,295.1199951171875,0.0,0.0,320.6000061035156,288.1609130859375,301.553701171875,308.5484133911133,2.4149986050240573,-2.1335191807247975,-2.2669739709119354,-5.789270799628166
hes,2023-03-31,133.24000549316406,133.3800048828125,131.3800048828125,132.33999633789062,1364100,132.33999633789062,0.0,0.0,142.1199951171875,129.6419970703125,137.32342376708985,139.24317489624025,2.081115169889617,-3.6289711489071714,-1.3787039333029705,-5.244199790203702
hig,2023-03-31,69.66000366210938,69.81999969482422,69.05999755859375,69.69000244140625,1807100,69.69000244140625,0.0,0.0,78.81999969482422,70.727646484375,73.53612518310547,74.04322250366211,-1.4670982204928658,-5.2302493939167265,-0.6848666270995409,-7.273501185157369
hii,2023-03-31,208.14999389648438,208.72999572753906,206.17999267578125,207.02000427246094,573400,207.02000427246094,0.0,0.0,226.7899932861328,208.50200073242186,213.51705505371095,220.9907127380371,-0.710782848488262,-3.042872045802456,-3.3818876783231375,-3.2991531374385916
hlt,2023-03-31,139.00999450683594,141.22000122070312,138.9199981689453,140.8699951171875,1815800,140.8699951171875,0.0,0.0,150.24000549316406,140.21160034179687,142.92807952880858,138.40474044799805,0.46957225635086525,-1.43994407425467,3.2681966428093956,-4.904992755568827
holx,2023-03-31,80.81999969482422,80.9000015258789,79.94999694824219,80.69999694824219,1302200,80.69999694824219,0.0,0.0,82.95999908447266,79.11959930419921,80.86979995727539,78.3094002532959,1.9974793324807658,-0.20997085330112328,3.269594321623887,-1.3096592003334362
hon,2023-03-31,190.1199951171875,191.3800048828125,189.3300018310547,191.1199951171875,2702100,191.1199951171875,0.0,0.0,201.97999572753906,191.15960083007812,196.4109292602539,204.25413208007814,-0.020718662687428845,-2.693808416361427,-3.839923696990026,-4.037490601472657
hpe,2023-03-31,15.800000190734863,15.960000038146973,15.770000457763672,15.930000305175781,15543200,15.930000305175781,0.0,0.0,16.450000762939453,14.796679611206054,15.417755165100097,15.565954236984252,7.659290622954511,3.3224365972240344,-0.9520718719064382,-0.0009590930229518513
